sz	002840
sh	600360
sz	000793
sz	000936
sz	002630
sz	002926
sz	002928
sh	600340
sh	600015
sh	600801
sh	600621
sz	000687
sh	603825
sz	002949
sz	002906
sh	600623
sh	600744
sz	002321
sz	000536
sh	603799
sh	601020
sh	600741
sz	002787
sh	600743
sh	603186
sh	600191
sh	600985
sh	600575
sz	000892
sz	002799
sh	601231
sh	603181
sz	002329
sz	000056
sh	600172
sz	002817
sh	600054
sz	002695
sz	002496
sz	002296
sz	002556
sh	603192
sh	603160
sh	600981
sh	603101
sz	002763
sh	603577
sh	600605
sz	000586
sh	601579
sz	002554
sz	002168
sh	603385
sh	600983
sh	603536
sh	600573
sz	000692
sz	002888
sh	603678
sz	002339
sh	603387
sh	603444
sz	000875
sz	002803
sh	603980
sz	000623
sh	601518
sz	000420
sh	600189
sh	601929
sh	603885
sh	603399
sh	601218
sz	002909
sh	603429
sh	601718
sh	600566
sh	603222
sh	603997
sz	000401
sz	000856
sz	002691
sz	000937
sz	002650
sz	000922
sh	600728
sh	603912
sz	002495
sh	600182
sh	603708
sh	603822
sh	603535
sh	600273
sz	000918
sz	002486
sz	002969
sz	002462
sz	002404
sz	002198
sh	603871
sh	601619
sh	600668
sz	002791
sh	600153
sh	600984
sh	601939
sz	000600
sh	603183
sz	002789
sh	603083
sh	600380
sh	600976
sh	603558
sh	603707
sz	002484
sh	601886
sh	603078
sh	600418
sz	000550
sh	600527
sz	002226
sh	601199
sh	600212
sh	600389
sh	603208
sz	002091
sz	002608
sz	002438
sh	600287
sh	600746
sh	600200
sh	603693
sh	600220
sh	600919
sh	600959
sh	600901
sz	002176
sh	600362
sh	600561
sz	002807
sh	600750
sh	600530
sh	603815
sh	601328
sh	600676
sz	002315
sz	000612
sh	601016
sh	603337
sz	002353
sz	002544
sz	002859
sh	603583
sz	002855
sz	002609
sh	600836
sh	603680
sz	002863
sh	603369
sz	000402
sz	002081
sz	002636
sz	002917
sz	002533
sh	600609
sz	002530
sh	603396
sh	603979
sz	002626
sh	600383
sh	600143
sz	002762
sz	002202
sh	600616
sz	002488
sh	603311
sz	002597
sz	002688
sz	000669
sh	603922
sh	600080
sh	603919
sh	600127
sh	600586
sz	000656
sz	002723
sh	601007
sz	000919
sz	000655
sh	600686
sz	002882
sz	002722
sh	601958
sh	603113
sh	600722
sh	603180
sz	000545
sh	603586
sh	603918
sh	600714
sh	603505
sz	002951
sz	002548
sz	002721
sz	002905
sz	002869
sh	600232
sh	601992
sz	000803
sh	603882
sz	000546
sz	002470
sh	600446
sz	002090
sh	600199
sz	000587
sz	002443
sh	600560
sz	002515
sh	600821
sh	603518
sh	600754
sh	600650
sz	000712
sh	600190
sz	002191
sh	600495
sh	601002
sh	600860
sz	000725
sz	000615
sh	603607
sz	000711
sz	000505
sh	600578
sh	600791
sz	002885
sz	000821
sh	600683
sz	002662
sz	002020
sh	601908
sz	000666
sz	002459
sh	603005
sh	603683
sh	600577
sh	600496
sz	002006
sz	002349
sh	600355
sz	002295
sz	000908
sh	603279
sh	603228
sz	002067
sz	000552
sz	000989
sz	002432
sh	600053
sz	002201
sh	603199
sh	601566
sz	002242
sh	600998
sh	603456
sz	002318
sz	002037
sz	002279
sz	002777
sh	600307
sz	000799
sz	000785
sh	600160
sz	002342
sz	002031
sz	002558
sz	002444
sz	002247
sh	603517
sh	600699
sh	603617
sh	601216
sz	002865
sh	600097
sh	600272
sh	600997
sz	002012
sz	002821
sh	600260
sz	002783
sz	002549
sz	000796
sz	002425
sh	600552
sz	002659
sz	002823
sh	603037
sz	002517
sh	603458
sh	603590
sz	000048
sz	002669
sh	603987
sh	600572
sz	002773
sh	603139
sz	002367
sh	603665
sh	603111
sh	603798
sz	002119
sz	002418
sh	600076
sh	600557
sh	603662
sh	603828
sz	002972
sh	603786
sh	600986
sh	600499
sz	002850
sz	002230
sz	002770
sz	002335
sh	603161
sz	002022
sz	002892
sh	600478
sh	603050
sz	002121
sz	002422
sz	002957
sh	603626
sz	002518
sh	603486
sz	002380
sz	002782
sh	603960
sh	600579
sz	002661
sh	600463
sh	603589
sz	002640
sh	603203
sz	002774
sz	002516
sz	002737
sh	603826
sh	600422
sh	603630
sh	603157
sh	603777
sz	002106
sh	603355
sh	603900
sz	002166
sz	000558
sh	603633
sh	600123
sh	600826
sh	603169
sh	600328
sz	000929
sh	600738
sz	002765
sz	002382
sz	002513
sh	600466
sz	000968
sh	600896
sh	603655
sh	603726
sz	002612
sh	600756
sz	000977
sh	600137
sh	600559
sh	603883
sz	002508
sh	600612
sh	603076
sh	600135
sh	600644
sz	002319
sz	002577
sz	002413
sz	002398
sz	002322
sh	601777
sz	002393
sz	002858
sh	603519
sz	002475
sh	603937
sz	002033
sz	002374
sz	000513
sz	002258
sz	002651
sz	002734
sz	002131
sh	601366
sh	603629
sh	601008
sz	002921
sz	002036
sh	600363
sz	002394
sz	002250
sh	600513
sz	002280
sh	600167
sh	603006
sh	603797
sz	000697
sz	002706
sh	600249
sh	600739
sh	600099
sh	601222
sz	002535
sh	603669
sh	601966
sh	600231
sz	002884
sh	600480
sh	600285
sz	002717
sz	000524
sz	002600
sz	000528
sh	601003
sh	603368
sh	600470
sz	002726
sh	600853
sh	601188
sz	002750
sh	600388
sh	603686
sz	002601
sh	603906
sz	002671
sh	600630
sh	600592
sz	002442
sh	603003
sh	600491
sh	603729
sz	002682
sh	601012
sz	002363
sz	000998
sh	603766
sz	000912
sz	000568
sz	000726
sh	600727
sh	600789
sh	600223
sz	000830
sh	600783
sz	002088
sh	600784
sh	600663
sh	601599
sz	002813
sh	601699
sz	002788
sz	002128
sz	002617
sz	000735
sz	002293
sz	002114
sh	603829
sh	600876
sh	603993
sh	601311
sh	601368
sh	600606
sz	000502
sz	002868
sh	601330
sh	600695
sz	002887
sh	600618
sh	600808
sh	600993
sz	002137
sh	603990
sz	002851
sz	002719
sz	002351
sz	000637
sz	002660
sh	600828
sh	600873
sh	603321
sh	600868
sz	002269
sz	000782
sz	000333
sh	600175
sh	600107
sz	002881
sz	000667
sz	002621
sz	000723
sh	601828
sh	600337
sz	000815
sz	002044
sh	603538
sz	002699
sh	603041
sz	002690
sz	002303
sz	002856
sz	002918
sh	603313
sz	002397
sz	002123
sh	600255
sh	603713
sh	600882
sh	600235
sz	002234
sz	000416
sh	600016
sh	600131
sz	000993
sz	002578
sz	002919
sz	002830
sz	002932
sz	002574
sh	601677
sh	600101
sh	601615
sh	603728
sz	002902
sz	000700
sz	002656
sz	002451
sh	600543
sz	002745
sh	603908
sz	002714
sz	002825
sz	002180
sz	000012
sz	002040
sh	603506
sh	601900
sh	600029
sz	000920
sz	002553
sh	600250
sh	600282
sz	002305
sh	603093
sz	002127
sh	600064
sz	000421
sh	600889
sh	600682
sh	600775
sh	600713
sh	601009
sh	601990
sz	002096
sh	600712
sz	002314
sh	600219
sz	000948
sh	603636
sh	603880
sz	002757
sz	002212
sh	600863
sh	600967
sh	603859
sz	002164
sh	600768
sh	600724
sh	601018
sh	603788
sh	600798
sz	002048
sh	601789
sh	603088
sh	600051
sh	600982
sh	603700
sz	002142
sh	600366
sh	600857
sh	600377
sh	600449
sh	603699
sz	000061
sh	600313
sh	601288
sz	002215
sh	603238
sh	600110
sh	603611
sz	002456
sh	603833
sh	603515
sh	600697
sh	603318
sz	000629
sh	600395
sz	002864
sh	600804
sz	002938
sh	600490
sz	002853
sh	600436
sz	000001
sh	600312
sh	601666
sz	000592
sz	000780
sh	603605
sh	603659
sz	002225
sh	600284
sh	600639
sh	600000
sz	002663
sh	603566
sz	002324
sz	002769
sz	000739
sz	002029
sh	603712
sh	600533
sz	002521
sz	002408
sz	002301
sh	600720
sh	603677
sz	002781
sz	002287
sh	601636
sh	603610
sz	000590
sz	000826
sz	002232
sz	002439
sh	603557
sz	002557
sz	002373
sh	603027
sz	002550
sh	600479
sz	000913
sh	600796
sh	600283
sh	603778
sz	002039
sh	600662
sz	002687
sh	603758
sz	000837
sh	601326
sz	002638
sh	601298
sz	002094
sh	600600
sz	000599
sz	002948
sh	600381
sh	600243
sz	002457
sz	002960
sz	002958
sz	002646
sh	600103
sh	600425
sh	600790
sz	002573
sh	603628
sh	600706
sh	603818
sz	002186
sh	600218
sz	000007
sh	603030
sh	603982
sz	002575
sh	600079
sh	600829
sh	603000
sz	002647
sz	000650
sh	603196
sh	603755
sh	603366
sz	002520
sz	002953
sz	002313
sz	002593
sh	603286
sh	603218
sh	600017
sz	000517
sz	000668
sh	600311
sh	603165
sz	002146
sz	002493
sh	603579
sz	002474
sz	002192
sz	002622
sh	603036
sz	002193
sz	002073
sz	002970
sh	600439
sz	002961
sz	002790
sz	002620
sz	002589
sh	600180
sh	603803
sz	002066
sh	603933
sz	002440
sz	002483
sh	603108
sz	002923
sz	002929
sh	603716
sh	603028
sz	002898
sh	601058
sh	603283
sz	002337
sz	002224
sh	600636
sh	600703
sz	002112
sh	600370
sz	002780
sh	603938
sz	002110
sz	002050
sz	002857
sh	601116
sh	601163
sh	603737
sz	002876
sh	601360
sh	603379
sz	000632
sz	002555
sz	002216
sz	002742
sz	002312
sz	002159
sz	002469
sh	603033
sz	002115
sh	600116
sh	600293
sz	000863
sh	603663
sh	603578
sh	601567
sh	600031
sh	600409
sh	600429
sz	002563
sh	603098
sz	002358
sz	002075
sz	000014
sh	603168
sz	000905
sh	600755
sh	600897
sh	600549
sh	600057
sz	000701
sz	000915
sh	601019
sh	600022
sh	600350
sz	000822
sz	002810
sh	603021
sh	600547
sz	002526
sz	000498
sz	002490
sz	002026
sh	600529
sz	002598
sz	002097
sh	600546
sz	000680
sh	600809
sh	600740
sz	000755
sz	002500
sh	600567
sh	600884
sh	601369
sz	000563
sz	002267
sh	601015
sz	000812
sh	601225
sh	600306
sh	600146
sh	600841
sz	000672
sh	600018
sh	600843
sh	600171
sh	600021
sh	601727
sh	601595
sh	600679
sh	603131
sh	601200
sh	600009
sh	600835
sh	600315
sh	600170
sh	600838
sz	002252
sh	600848
sh	600073
sh	600508
sh	600689
sh	600688
sh	603330
sh	600822
sh	603200
sh	603329
sh	603159
sh	601607
sh	601229
sh	603185
sh	600104
sh	600748
sz	002551
sh	603333
sz	000717
sz	000601
sh	600702
sh	603357
sh	600626
sh	600653
sz	002633
sh	600642
sh	600834
sz	002468
sz	000166
sz	000058
sz	000038
sz	000045
sh	600548
sz	000020
sz	000016
sz	000021
sz	000019
sz	000037
sz	002916
sz	002417
sz	000032
sz	000029
sz	000023
sz	000050
sz	000011
sz	000062
sz	000089
sz	000027
sh	601139
sh	603978
sz	000006
sz	000017
sz	000018
sz	000933
sz	002361
sz	002278
sh	603819
sh	603530
sh	600810
sh	600613
sz	000008
sz	000034
sz	000555
sz	000698
sz	002095
sh	600201
sh	600183
sz	002752
sz	002400
sh	603079
sh	600227
sz	002473
sh	603178
sz	002299
sz	002580
sz	000407
sz	002426
sz	000603
sh	600392
sz	002446
sz	002599
sh	600711
sh	603703
sh	603026
sz	000852
sh	600871
sz	002153
sh	603688
sh	600551
sh	600241
sh	600458
sh	600734
sz	002862
sz	002588
sh	600460
sz	002602
sz	000005
sz	002796
sz	002285
sz	002748
sh	600823
sz	002016
sh	603920
sh	600604
sz	000681
sz	002841
sh	600008
sz	000959
sz	002665
sh	600376
sh	600258
sh	600723
sh	603896
sh	600303
sh	603881
sz	000909
sz	002693
sz	002472
sz	000895
sz	002381
sh	600481
sz	000403
sz	002038
sz	002481
sz	002395
sz	002585
sz	002273
sh	600779
sh	603365
sz	000631
sz	002352
sz	002565
sz	000606
sz	002138
sz	000533
sz	002676
sz	000860
sz	002538
sh	603520
sz	002712
sh	603508
sz	002028
sh	601107
sh	600678
sz	000801
sh	600039
sz	000731
sz	000935
sh	600839
sh	600990
sh	601126
sh	603339
sz	000518
sh	603838
sz	002405
sh	603268
sh	603992
sh	603863
sz	002454
sh	600077
sz	002503
sz	002032
sh	603916
sz	000570
sh	601952
sh	603585
sh	600710
sz	000718
sz	002024
sh	603323
sh	603299
sh	600736
sz	002079
sh	603660
sh	603332
sz	002966
sh	600820
sz	000531
sz	002572
sh	603612
sz	002233
sz	002366
sh	603055
sz	002433
sz	000825
sh	600281
sz	002368
sh	600129
sh	600667
sh	600222
sh	603877
sh	601099
sz	002300
sz	000591
sz	002078
sh	600169
sz	000652
sz	002347
sh	600590
sh	603656
sz	000732
sz	000790
sz	002254
sz	002843
sh	603738
sh	603289
sz	000554
sz	002927
sh	603133
sz	002567
sh	601000
sh	603866
sz	000025
sz	002213
sh	600089
sz	000070
sz	002728
sh	600512
sh	603158
sh	603725
sz	002935
sz	002124
sz	000965
sh	600620
sh	603085
sh	603608
sz	002709
sh	600582
sh	600665
sh	603029
sh	600322
sh	601162
sh	600509
sz	002509
sz	002419
sz	002759
sz	000090
sh	600800
sh	600717
sz	002134
sh	600225
sz	002100
sh	603266
sh	603668
sz	000627
sh	603136
sh	600671
sz	002466
sz	002009
sz	002510
sz	002523
sz	002283
sh	600419
sz	000877
sz	002354
sh	600535
sz	002531
sz	002800
sh	600161
sh	600330
sz	002238
sh	603317
sz	002564
sz	000662
sh	600488
sz	000829
sh	603895
sh	603717
sz	002386
sz	000809
sh	603926
sh	600125
sh	600780
sh	600763
sz	002243
sz	000419
sh	603390
sz	002576
sz	002560
sz	002491
sz	002156
sh	600867
sz	000766
sh	600365
sz	002150
sh	600438
sh	601500
sz	002792
sh	600647
sz	002360
sh	600100
sh	600846
sh	600090
sh	600085
sz	002835
sz	002845
sz	002052
sh	603650
sh	601233
sh	600237
sz	000630
sz	002043
sz	002139
sh	601689
sz	002218
sz	002261
sh	600648
sh	603983
sz	002624
sz	000543
sh	603689
sh	600012
sz	002331
sh	600063
sh	601801
sz	000002
sz	002590
sz	002082
sz	002739
sh	600055
sz	000638
sz	002085
sz	002543
sh	600309
sh	600847
sz	002785
sz	002434
sh	603117
sz	002276
sz	000789
sz	002643
sz	002654
sh	603010
sh	600246
sh	600371
sz	000559
sh	600641
sz	000534
sh	600859
sz	002735
sh	603189
sz	002034
sz	002058
sz	002308
sh	603023
sh	603351
sz	000581
sz	002111
sz	002240
sh	603956
sz	002849
sz	002801
sh	603501
sh	600152
sh	603309
sh	600300
sz	002387
sz	000338
sz	000880
sz	002871
sh	603568
sz	002003
sz	002372
sz	002880
sh	603676
sz	002648
sz	002581
sh	603739
sh	603348
sh	601010
sz	002775
sh	600995
sh	600715
sh	600520
sh	600745
sz	000560
sh	603326
sz	002130
sh	603773
sz	002107
sz	002886
sh	600173
sh	600580
sh	600908
sz	000858
sz	002962
sh	600058
sz	000831
sh	600390
sh	600368
sh	603667
sz	002194
sh	600168
sh	603878
sh	600704
sz	000610
sh	600928
sz	000721
sz	002149
sz	000557
sh	601069
sz	002302
sh	601168
sz	002673
sh	600139
sh	600773
sz	000762
sh	600749
sh	600326
sh	600211
sh	600338
sh	600505
sz	002584
sz	002956
sh	600369
sh	600117
sz	000983
sh	600291
sz	000639
sz	002265
sz	002485
sz	000960
sh	603008
sh	603733
sz	002332
sz	002746
sh	603086
sz	002767
sz	002141
sz	000900
sh	600420
sh	600162
sh	600506
sh	603711
sz	002870
sh	600830
sh	600416
sz	002125
sh	600476
sh	603319
sz	000678
sh	603500
sh	600769
sz	002965
sh	600576
sh	603499
sz	002842
sh	601127
sh	600415
sz	002959
sz	002506
sz	002015
sh	603105
sz	000955
sz	000751
sz	000997
sz	002001
sz	002264
sz	000876
sh	600596
sh	600803
sh	603889
sz	002705
sz	002376
sh	600777
sh	601155
sz	002968
sh	603225
sh	600782
sh	603016
sz	002836
sh	600208
sh	600785
sh	601336
sh	600825
sh	600735
sz	000620
sh	603888
sh	601811
sh	600587
sz	000756
sh	603867
sh	600638
sh	601918
sz	002700
sh	603080
sz	002941
sh	600075
sh	600888
sz	002532
sz	000510
sh	603096
sh	600318
sz	002546
sz	002341
sz	000720
sz	002942
sh	600359
sz	002328
sh	603179
sh	603787
sh	600165
sz	002946
sh	600540
sz	002527
sh	600628
sh	603393
sz	002873
sh	603022
sh	600975
sz	000949
sz	000778
sz	002933
sz	002388
sz	000902
sz	002087
sh	603869
sz	002480
sh	603040
sz	002390
sh	600657
sh	603416
sz	002294
sz	002105
sh	600571
sh	603789
sh	600866
sz	002291
sz	002860
sz	002396
sz	002829
sh	601799
sh	600141
sz	002109
sz	002355
sz	000598
sz	002937
sz	002436
sh	603928
sz	002674
sz	000426
sh	601166
sh	601377
sz	002562
sz	002733
sh	600599
sz	000425
sz	002561
sz	000400
sh	600353
sh	603305
sz	002076
sz	002658
sh	603227
sz	002639
sz	002098
sh	600177
sz	002497
sz	002409
sh	603790
sh	600351
sz	002316
sz	002623
sh	603013
sz	002375
sh	600108
sh	603378
sz	002952
sz	002284
sz	002540
sz	000691
sz	002370
sz	002811
sh	600881
sh	600692
sz	002559
sh	603929
sh	600213
sh	601890
sh	603389
sz	002411
sz	002178
sh	600248
sz	000088
sz	002847
sh	600188
sz	000729
sz	002732
sh	600486
sz	002652
sz	000671
sz	000608
sh	600261
sh	600691
sh	600348
sz	002304
sh	603156
sz	002605
sh	603259
sh	600819
sh	600742
sz	000800
sz	000927
sh	601038
sz	002727
sz	002922
sh	600197
sh	600887
sh	603328
sz	002183
sh	601388
sh	600793
sz	002627
sz	000150
sh	600978
sh	603236
sz	002603
sz	002019
sh	603666
sh	600537
sz	002686
sh	600277
sh	603380
sh	600093
sz	002826
sz	002751
sh	600594
sh	603939
sh	600824
sz	002458
sz	002566
sz	002897
sh	603066
sz	002786
sh	603277
sh	600069
sz	002519
